"","elements_number","y_component_number","vector_length","temporary_size","load_overlap","threads_number","lws_y","time_per_pixel","row_number","measurement_order","experiment_id","slowdown","method"
"981",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,102,981,1.00979555916616,"GPR_dampening"
"982",6,6,1,2,1,256,1,1.18202032710546e-10,19283,74,982,1.01459821609115,"GPR_dampening"
"983",6,6,1,2,1,1024,1,1.28669181117226e-10,19807,89,983,1.10444396457321,"GPR_dampening"
"984",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,96,984,1.01488180994275,"GPR_dampening"
"985",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,99,985,1.04732094092038,"GPR_dampening"
"986",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,63,986,1.01488180994275,"GPR_dampening"
"987",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,89,987,1.04732094092038,"GPR_dampening"
"988",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,108,988,1.0761594320093,"GPR_dampening"
"989",6,6,1,4,2,1024,1,1.29667282018423e-10,19245,112,989,1.1130112571198,"GPR_dampening"
"990",6,6,1,2,2,1024,16,1.20103281224236e-10,13436,68,990,1.03091776073943,"GPR_dampening"
"991",6,6,1,2,1,1024,1,1.28669181117226e-10,19807,88,991,1.10444396457321,"GPR_dampening"
"992",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,64,992,1.01488180994275,"GPR_dampening"
"993",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,40,993,1.0761594320093,"GPR_dampening"
"994",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,76,994,1.0761594320093,"GPR_dampening"
"995",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,51,995,1.0761594320093,"GPR_dampening"
"996",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,63,996,1.0761594320093,"GPR_dampening"
"997",6,6,1,2,2,256,1,1.17919974204394e-10,17258,108,997,1.01217714049192,"GPR_dampening"
"998",6,6,1,2,2,256,1,1.17919974204394e-10,17258,32,998,1.01217714049192,"GPR_dampening"
"999",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,51,999,1.0761594320093,"GPR_dampening"
"1000",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,66,1000,1.07835653189674,"GPR_dampening"
